X,Y,objectid,codigo_via,pr,distanciap,nombre,administra,territoria,latsig,longsig,cat_1,cat_4,cat_5,cat_6,cat_7,link_foto,sector,cat_2,cat_3,ruleid,a_cargo_de,sentido,ubicacion,telefono_peaje,telefono_grua,eje_adicional,eje_adicional_r,eje_grua,cat_e_ie,cat_8,cat_9,cat_ie_10,cat_iee,cat_ieee,cat_iia,cat_eae,cat_ec,cat_e,cat_ie,cat_iie,cat_iiie,cat_ive,cat_ve,cat_vie,cat_viie,d_cat_i,d_cat_ii,d_cat_iii,d_cat_iv,d_cat_v,d_cat_vi,d_cat_vii,d_cat_viii,d_cat_ix,d_cat_ie10,d_cat_iee,d_cat_ieee,d_cat_iia,d_cat_eg,d_cat_ear,d_cat_ea,d_cat_eae,d_cat_ec,d_cat_e,d_cat_ie,d_cat_iie,d_cat_iiie,d_cat_ive,d_cat_ve,d_cat_vie,d_cat_viie
-73.23863778,10.12172583,3889,4901,105,250,SAN DIEGO,INVIAS,CESAR,10.12172583,1,4800,6100,12800,37000,42000,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3889.pdf,San Roque - La Paz,5200,5700,5,INVIAS,Aplica en ambos sentidos de circulación,Tramo que cubre:Vía Aguztín Codazzi - San Diego,,,0,0,0,3300,0,0,0,0,0,0,0,0,0,3100,0,0,0,25900,0,0,"Automóviles, camperos y camionetas",Buses,Camiones pequeños de 2 ejes,Camiones grandes de 2 ejes,Camiones de 3 ejes,Camiones de 4 ejes,Camiones de 5 ejes, , , , , , , , , , , , ,Categoría especial IE, , , ,Categoría especial VE, , 
-73.08030867,6.617696089,3986,45A07,11,320,SAN GIL - CURITI,INVIAS,SANTANDER,33,1,8500,29600,34600,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3986.pdf,San Gil - Bucaramanga,9200,23800,5,Invias, ,VÍA BUCARAMANGA - SAN GIL,Sin Numero,Sin Numero,10200,10000,7000,6400,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,Automóviles y Camperos.,Camiones y Buses 2 ejes Pequeños.,Camiones y Buses 2 ejes Grandes.,3 y 4 ejes.,5 ejes., , , , , , , , ,Eje Grúa.,Eje Remolque.,Eje adicional., , , ,CATEGORIA ESPECIAL IE., , , , , , 
-72.97554033,10.80001593,3981,4902,61,400,SAN JUAN,INVIAS,GUAJIRA,116,1,8800,25700,29000,35600,40800,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3981.pdf,Río Pereira - Buenavista,9700,20200,5,INVIAS,Aplica en ambos sentido de circulación,Ubicación: 61+400Tramo que cubre:Vía La Paz – Distracción,No cuenta con número,No cuenta con servicio,7100,6900,5200,2900,0,0,0,0,0,,0,0,0,2900,0,0,0,25900,0,0,"Automóviles, camperos y caminonetas",Buses,Camiones pequeños de 2 ejes,Camiones grandes de 2 ejes,Camiones de 3 ejes,Camiones de 4 ejes,Camiones de 5 ejes, , , , , , ,Eje grúa,Eje adicional remolque,Eje adicional, , , ,Categoría especial IE, , , ,Categoría especial VE, , 
-74.30188939,4.444164659,3893, ,0,0,SAN MIGUEL,DEPARTAMENTO,CUNDINAMARCA,4.44416466,-74.30188939,0,0,0,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Fusagasugá - Sibaté,0,0,3, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , 
-75.39905269,9.863519254,3820,9005,21,497,SAN ONOFRE,CONCESION ANI,SUCRE,117,-75.39905269,13100,19300,34900,34900,55600,http://hermes.invias.gov.co/carreteras/images/peajes/san_onofre.jpg,San Onofre - María La Baja,19300,19300,2,Concesión Ruta al Mar,Norte – Sur,Vía San Onofre – Cruz del Viso Km 21+400 metros,3104320955,3216177100,0,0,0,0,64100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automóviles y Camperos,Buses,Camiones y Buses 2 ejes Pequeños,Camiones y Buses 2 ejes Grandes,3 Ejes,4 Ejes,5 Ejes,6 Ejes, , , , , , , , , , , , , , , , , , 
-74.48647417,4.593993102,3888,4702,14,1007,SAN PEDRO,DEPARTAMENTO,CUNDINAMARCA,118,-74.48647417,10500,18200,39200,51000,58900,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,La Mesa - Anapoima,11700,13500,3,CONCESIÓN DEVISAB,Norte - Sur // Sur - Norte,Chía - La Mesa - Girardot Km.61 Jurisdicción del Municipio de la Mesa,#815 Tigo  018000953550,#815 Tigo  018000953550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes,Categoría VI 6 Ejes,Categoría VII, , , , , , , , , , , , , , , , , , , 
-72.9437707,4.678585529,3955,6511,0,0,SAN PEDRO,CONCESION ANI,CASANARE,118,-72.9437707,8400,12250,13700,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/san_pedro.jpg,Barranca de Upía - Monterrey,4450,9600,2,Concesiónaria Vial del Oriente - COVIORIENTE S.A.S,Bidireccional,Villanueva - Monterrey Km.15+000,3168341260,3178942293  - 018000180818,8700,8400,6400,2300,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,"Automóviles, Camperos y Camionetas y microbuses con ejes de llanta sencilla de servicio público","Buses, busetas, microbuses con eje trasero de doble llanta",Camiones pequeños de dos (2) ejes,Camiones grandes de dos (2) ejes,Vehículos de tres (3) y cuatro (4) ejes, , , , , , , , ,Eje Grúa,Eje Remolque,Eje Adicional, , , ,Categoría IE, , , , , , 
-75.461357,6.179659296,3880,0,0,0,SANTA ELENA,DEPARTAMENTO,ANTIOQUIA,6.17976424,-75.46150462,10000,24900,27500,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Vía Antigua a Rionegro,12100,22100,3,Concesión Túnel Aburrá - Oriente  S.A,Ambos sentidos de circulación,"Km 21+500 , Vía Medellín - Ríonegro",(4) 4446178 - 2228085 - 4602225,(4) 4446178 - 2228085 - 4602225,12900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Automóviles , camperos y camionetas",Buses,Camiones pequeños de 2 Ejes,Camiones grandes de 2 Ejes,Camiones de 3 y 4 ejes, , , , , , , , , , ,Eje adicional, , , , , , , , , , 
-75.59882027,5.048648256,3929,29CL03,6,1092,SANT'AGUEDA,CONCESION ANI,CALDAS,119,-75.59882027,10400,12600,30700,38400,44600,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Chinchiná - La Manuela,12600,12600,2,CONCESIÓN AUTOPISTAS DEL CAFE,Ambos sentidos de circulación,Cruce Guayacanes – La Manuela Km 6,(6) 3282720,3138176567 #850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes,Categoría VI 6  Ejes,Categoría VII, , , , , , , , , , , , , , , , , , , 
-74.18504777,4.780359837,3943,5008,135,913,SIBERIA,CONCESION ANI,CUNDINAMARCA,120,-74.18504777,10000,16000,28100,37700,41400,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Villeta - Bogotá,14300,12000,2,CONCESIÓN SABANA DE OCCIDENTE,Ambos sentidos de circulación,Bogotá (El Cortijo) – Siberia – La Punta – El Vino – Villeta,5939260 – 3185577768 – 3102613190 - 3002149460,5939260,0,0,0,5600,5200,7200,0,0,0,0,0,0,0,5700,8200,6700,9200,0,0,0,"Categoría I Automóviles, Camionetas y Camperos",Categoría II Buses y Busetas,Categoría III Camiones pequeños 2 ejes,Categoría IV Camiones grandes 2 ejes,Categoría V Camiones de 3 y 4 ejes,Categoría VI Camiones de 5 ejes,Categoría VII Camiones de 6 o más ejes,"Categoría VIII Autos, Camionetas y Camperos (S. Publico)",Categoría IX Buses/Busetas (S. publico), , , , , , , , , , ,"Categoría IE Autos, Camionetas, Camperos (S. particular)","Categoría IIE Buses, Busetas (S. particular)",Categoría IIE Camión pequeño 2 ejes,Categoría IVE Camión grande 2 ejes, , , 
-73.93608378,4.841655636,9606,50 CN 03,2,0,SOPO,CONCESION ANI,CUNDINAMARCA,0,0,9600,37600,51200,51600,0, ,Meusa,15100,25500,2,PERIMETRAL ORIENTAL DE BOGOTÁ S.A.S,Sur - Norte,El Salitre - Sopó,313 4609939,310 2399451 - #765,8700,8400,6400,,,,,,,,,,,,,,,,,,Categoría I,Categoría II,Categoría III,Categoría IV,Categoría V,Categoría VI,,,,,,,,Eje Grúa,Eje Adicional Remolque,Eje Adicional,,,,,,,,,,
-75.59999513,5.391597876,3949,2508,63,434,SUPIA,CONCESION ANI,CALDAS,121,-75.59999513,8300,24400,27400,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/supia.jpg,La Felisa - La Pintada,9000,19200,2,Concesión Pacífico Tres,Ambos sentidos de circulación,Vía La Felisa – La Pintada,3219738470,LINEA GRATUITA: 018000423780 LINEA CELULAR: 3219738470,8700,8400,6400,0,0,0,0,0,0,0,0,6700,0,0,0,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes, , , , , , , , ,Categoría Eje Grúa,Categoría Eje Remolque,Categoría Eje Adicional, , , , , , , , , , 
-75.61660194,4.939047486,3870,2902,20,762,TARAPACA I,CONCESION ANI,RISARALDA,122,-75.61656814,11500,15200,38100,50400,56300,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,La Romelia - Río Campo Alegre,15200,15200,2,CONCESIÓN AUTOPISTAS DEL CAFE,Ambos sentidos de circulación,Vía Pereira – Manizales Km. 20 + 200,(6) 3282720,3138176567 #850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes,Categoría VI 6 Ejes,Categoría VII, , , , , , , , , , , , , , , , , , , 
-75.61868222,4.950098818,3897,29RSC,24,754,TARAPACA II,CONCESION ANI,RISARALDA,123,-75.61877556,11500,15200,38100,50400,56300,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Intersección Jazmín - Estación de  Servicio Chinchiná,15200,15200,2,Concesión Autopistas del Café,Aplica en ambos sentidos de circulación,Vía Pereira – Chinchiná PR29RSC Km 24 + 100,(6) 3282720,3138176567 #850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II 2 ejes dobles pequeños,Categoría III 2 ejes Busetas y Buses,Categoría IV 2 ejes grandes Dobles Camiones,Categoría V 3 y 4 ejes,Categoría VI 5 Ejes,Categoría VI 6 Ejes, , , , , , , , , , , , , , , , , , , 
-75.39352519,7.5892704,3838,2512,1,300,TARAZA,INVIAS,ANTIOQUIA,124,1,8800,25700,29000,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3838.pdf,Tarazá - Caucasia,9700,20200,5,INVIAS,Sur – Norte,"KM 01+200 RUTA 2512, Via Medellin - La Costa",3102463888,3208360300 - 3212059197,9000,8700,6600,5800,0,0,0,0,0,0,0,0,0,5400,0,0,0,0,0,0,"Automóviles, camperos, camionetas",Buses,Camiones de dos ejes pequeños,Camiones de dos ejes grandes,Camiones de tres y cuatro ejes,Camiones de cinco ejes,Camiones de seis ejes, , , , , , , , , , , , , , , , , , , 
-74.33666433,10.97718815,3841,9007,50,881,TASAJERA,DEPARTAMENTO,MAGDALENA,125,-74.33666433,10100,37200,42100,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Barranquilla - Santa Marta,12000,28100,3,Concesión (Barranquilla -Ciénaga),Norte – Sur,KM 50 Vía Barranquilla – Santa Marta,3106328761,3106303030 - 3106328761,15900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automóviles y Camperos,Buses y Busetas 2 Ejes Dobles,Camiones de 3.5 Ton.,Camiones de 5 Ton.,3 Ejes, , , , , , , , , , ,Eje Adicional, , , , , , , , , , 
-75.43301628,6.399637273,3812,2510,0,0,TRAPICHE,DEPARTAMENTO,ANTIOQUIA,6.39963727,-75.43301628,9200,15700,26500,34900,39000,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Medellìn - Hoyo Rico,10200,11100,3,Concesión Hatovial S.A.S,Norte,Km 4  Vía alterna Girardota Hatillo,2892224 – 3108992859 - 01-8000-522-44-77,(054) 312 11 99-325 06 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 Ejes pequeños,Camiones y Buses 2 Ejes grandes,3 y 4 ejes,5 ejes,6 ejes,VII, , , , , , , , , , , , , , , , , , , 
-74.1684538,10.60894721,3916,4518,48,678,TUCURINCA,CONCESION ANI,MAGDALENA,128,-74.1684538,8500,28800,33400,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Paso Nacional por Aracataca - Ye de Ciénaga,9400,21900,2,Concesión (Yuma),Norte – Sur,KM 50 Rio Ariguani – Ye de Cienaga,3176486588,018000945566 Opción 1,10300,9800,7000,0,0,0,0,0,0,0,0,0,0,0,0,11100,14600,16800,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 Ejes,5 Ejes, , , , , , , , ,Eje Grua,Eje Adicional Remolque,Eje Adicional, , , , , , , , , , 
-76.53681132,2.701690113,4805,2504,30,1053,TUNIA,INVIAS,CAUCA,129,1,8900,37700,43400,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/4805.pdf,Popayán - Jamundí,10700,28900,5,INVIAS,Sur – Norte // Norte – Sur,Kilometro 31+100 Vía Panamericana Popayan – Cali,No cuenta con número,No cuenta con servicio,10700,21200,6600,4600,,,,,,,,6200,,,5500,,,,,,Categoría I Automóviles y camperos,Categoría II Camiones y buses 2 ejes pequeños,Categoría III Camiones y buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 ejes,,,,,,,,,Categoría Eje Grúa,Categoría Eje Adicional Remolque,Categoría Eje Adicional,,Categoría Eje Cañero,,Categoría Especial IE,Categoría Especial IIE,,,,,
-75.44341614,10.35697545,3883,9005,96,420,TURBACO,CONCESION ANI,BOLIVAR,130,-75.44353683,3100,0,0,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Cruz del Viso - Cartagena,7600,9300,2,Ruta Caribe,Ambos sentidos de circulación,Km 60+00 y 68+00 Ruta 9005 Troncal de Occidente,3212057230,3212057227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes Pequeños,Camiones y Buses 2 ejes Grandes, , , , , , , , , , , , , , , , , , , , , , , 
-73.27843908,5.6568966,3813,5502,11,1055,TUTA,CONCESION ANI,BOYACÁ,131,-73.27835861,8000,14150,16650,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Tunja - Duitama,4350,11400,2,Concesión Briceño - Tunja - Sogamoso,Ambos sentidos de circulación,Via Tunja – Paipa Km 12+200 Jurisdiccion Combita,3174340959,3174422284     /  3174422284,8200,6800,5700,4200,0,0,0,0,0,0,0,0,3000,3100,4300,4500,0,0,0,0,"Automóviles, Camperos y Camionetas","Buses, Busetas y  Camiones de 2 ejes",Camiones de tres y cuatro ejes,Vehículos de carga de cinco (5) ejes,Vehículos de carga de seis (6) ejes, , , , , , , , ,Eje grúa,Eje adicional remolque,Eje adicional, , ,CAT ESPECIAL,CAT ESPECIAL IE,CAT ESPECIAL IIE, , , , , 
-74.03146987,4.855379831,3860,45A04,5,627,UNISABANA,CONCESION ANI,CUNDINAMARCA,126,-74.03148118,0,0,16450,21250,23550,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Bogotá - Ubaté,0,0,2,CONCESIÓN  ACCENORTE,Sur – Norte,Bogotá – Albarracín Km 5+600,6760652  Opc 1 - 3125194023 – 3125196546,676 06 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Categoría I Automóviles, Camperos y Camionetas",Categoría II Buses,Categoría III Camiones pequeños de 2 ejes,Categoría IV Camiones grandes de 2 ejes,Categoría V Camiones de 3 y 4 ejes,Categoría VI Camiones de 5 ejes,Categoría VII Camiones de 6 ejes o más, , , , , , , , , , , , , ,Eje IIE, , , , , 
-72.32187624,11.60651378,3894, ,0,0,URIBIA,MUNICIPIO,GUAJIRA,11.60643229,-72.32193594,0,0,0,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Cuatrovias - Uribia,0,0,6, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , 
-73.43086954,10.2597059,3798,8003,87,540,VALENCIA,CONCESION ANI,CESAR,133,-73.43076226,8100,25100,28500,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Pueblo Nuevo – Bosconia – Valledupar,9000,19500,2,Yuma concecionaria,Sur – Norte,Km 87 Vía Pueblo Nuevo – Valledupar,3165280411,018000945566 Opción 1,9000,8700,6500,0,0,0,0,0,0,0,0,0,0,0,0,9900,12700,14400,0,0,Automóviles y camperos,Camiones y buses 2 ejes pequeños,Camiones y buses 2 ejes grandes,3 y 4 Ejes,5 Ejes, , , , , , , , ,Eje grúa,Eje adicional remolque,Eje adicional, , , , , , , , , , 
-75.4788908,6.170653887,3879, ,0,0,VARIANTE LAS PALMAS,DEPARTAMENTO,ANTIOQUIA,6.17084869,-75.47870768,0,0,0,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Las Palmas - Aeropuerto,0,0,3, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , 
-73.44817429,4.261064058,3842,6510,29,557,VERACRUZ,CONCESION ANI,META,135,-73.44817429,6700,6650,9600,12900,14450,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Cumaral - Barranca de Upía,6650,4250,2,Concesión Vial del Oriente - COVIORIENTE S.A.S,Bidireccional,Vía Cumaral – Paratebueno Km 29+555,3168341260,3178942293  - 018000180818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Automóviles, Camperos y Camionetas y microbuses con ejes de llanta sencilla de servicio público","Buses, busetas, microbuses con eje trasero de doble llanta",Camiones pequeños de dos (2) ejes,Camiones grandes de dos (2) ejes,Vehículos de tres (3) y cuatro (4) ejes,Vehículos de cinco (5) ejes,Vehículos de seis (6) ejes, , , , , , , , , , , , , , , , , , , 
-75.59407236,5.968901178,3856,2509,38,824,VERSALLES (PRIMAVERA),CONCESION ANI,ANTIOQUIA,96,-75.59404508,8300,24400,27400,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/primavera.jpg,La Pintada - Primavera,9000,19200,2,CONCESION LA PINTADA S.A.S. (ODINSA),Sur – Norte,"KM 38+800 RUTA  2509, Via Medellin - La Pintada",3173673153,3185018100  - #272 Claro Movistar y Tigo,8700,8400,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 Ejes,Categoría III - 3 ejes,Categoría IV - 4 ejes,Categoría V - 5 ejes, , , , , , , , ,Categoría Eje Grúa,Categoría Eje Remolque,Categoría Eje adicional, ,Categoría Eje Cañero, , , , , , , , 
-76.46003183,3.151233082,5607,2504,89,1314,VILLARICA,INVIAS,CAUCA,136,1,8900,37700,43400,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/5607.pdf,Popayán - Jamundí,10700,28900,5,INVIAS,Sur – Norte // Norte – Sur,Kilometro 91 Vía Panamericana Jurisdicción del Municipio de Villa Rica,No cuenta con número,No cuenta con servicio,10700,21200,6600,4600,,,,,,,,6600,,,5500,,,,,,Categoría I Automóviles y camperos,Categoría II Camiones y buses 2 ejes pequeños,Categoría III Camiones y buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 ejes,,,,,,,,,Categoría Eje Grúa,Categoría Eje Remolque,Categoría Eje Adicional,,Categoría Eje Cañero,,Categoría Especial IE,Categoría Especial IIE,,,,,
-74.45699184,6.294713993,3920,4511,9,300,ZAMBITO,INVIAS,SANTANDER,138,1,10900,38800,45600,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3920.pdf,Río Ermitaño - La Lizama,13800,32400,5,Concesionaria Ruta Del Sol,Aplica en ambos sentido de circulación,Vía Rio Ermitaño La Lizama Km 6,3165298178, ,10200,10000,7300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automóviles y Camperos.,Camiones y Buses 2 ejes.,3 ejes.,4 ejes.,5 ejes, , , , , , , , ,Eje Grúa.,Eje Remolque.,Eje adicional., , , , , , , , , , 
